client reference no,balance,status,consumer name,consumer address,ssn
70fd5731-7b2b-45ed-9968-9275f6a20653,95403.58,INACTIVE,Charles Reed,"861 Ryan Bridge
Fosterstad, RI 49150",660-71-0071
e97bf2b4-73ee-43bb-900b-b9f0675c9e53,49946.04,PAID_IN_FULL,Stephanie Smith,"5036 Rangel Green Suite 330
Harrisburgh, ID 85033",628-20-5533
7136922f-23c1-4ef7-ace7-9775453328ad,23042.11,INACTIVE,Daniel Chang,"846 Phelps Islands
Lake Tracitown, FM 30483",217-53-1970
51e54716-ac16-44bf-aeef-df52760d31f5,36551.41,PAID_IN_FULL,John Hernandez,"10426 Davis Court
Thomasmouth, NJ 01780",210-89-8685
2a03414d-9805-464c-8bd7-bbf503fb3589,70908.5,IN_COLLECTION,Kyle Norton,"1320 Smith Valleys
North Daniellechester, KY 78392",137-60-3586
f72affd9-4c37-435e-8083-12c6f3ad8934,65579.6,PAID_IN_FULL,Molly Peters,"5441 Jeffrey Gateway
New Stevenberg, LA 90866",091-14-6912
86de83bd-acaf-4df1-8313-7f74db67514b,81742.26,INACTIVE,Maureen Smith,"849 Justin Squares Apt. 956
South Tara, WV 07923",538-28-2343
91e8d251-7072-4b25-bafb-6b260a91432c,15216.46,PAID_IN_FULL,Ronald Reynolds,"78160 Angela Neck Apt. 207
Bellland, SC 98835",001-07-6446
334c171f-5049-4e46-be79-476c3d54e7fb,38561.68,INACTIVE,Christopher Sandoval,"2598 Mason Views
South Nicholas, MO 20667",062-68-6352
f1a25f53-7194-4242-bd74-568252fb89f5,34748.07,IN_COLLECTION,Justin Shaffer,"740 Donald Meadow Suite 638
Port Toddview, MT 08248",622-67-3707
7b8dfd17-4532-4ca7-9b7e-e4b5135ffdad,62440.6,IN_COLLECTION,Elizabeth Hughes,"5707 Ramos Parkways Apt. 119
Josephview, VT 93740",405-68-6331
cc9f5d96-a584-4d55-81af-f41f19f77c1a,34054.11,PAID_IN_FULL,Cody Robinson,"62541 Hall Shoal Apt. 245
North Dylanborough, AZ 75331",313-14-6324
d2e250d0-5afc-4f06-af55-432fa1ea23bc,94003.99,INACTIVE,Lisa Dean,"22601 Pierce Shoal
Port Thomas, NE 12784",283-33-3405
5961e2c1-6e61-4763-8db5-806e81af4fc8,82967.23,PAID_IN_FULL,Jeremy Crosby,"PSC 9331, Box 9065
APO AP 24359",239-85-3441
978d4cd6-089a-4cc0-bb0e-56c179009f98,50541.77,INACTIVE,James Davis,"0679 Long Pines Apt. 229
Michaelmouth, MT 43157",094-60-2867
7189d76b-b2ea-4396-8dc8-c65577feeb4e,66890.3,IN_COLLECTION,Casey Anderson,"31742 Pace Circles
New Wandamouth, MD 10922",073-93-3463
0dcffbb8-44b2-4c10-915a-18a4a8394356,13143.35,PAID_IN_FULL,Adrienne Porter,"4887 Barry Heights
Biancastad, SD 43749",605-06-7083
abe60628-5faf-4508-bc48-ba670966cd21,54453.86,PAID_IN_FULL,Kimberly Ray,"1611 Sean Center Suite 929
East Miguelmouth, SC 53635",429-09-2591
7fea5485-c99b-4387-84dd-24bd674ca8c6,42409.72,IN_COLLECTION,Mrs. Heather King PhD,"059 Jessica Lakes
Brittanyport, OH 85234",835-39-6342
506d4152-0887-432a-8526-0eae67990da9,12113.39,INACTIVE,Sarah Mitchell,"7419 Morrison Courts Apt. 355
Elizabethfort, IA 06019",706-72-6231
ade7ebd2-a014-4d55-bbc6-e162b2c31c58,55689.35,IN_COLLECTION,Kristi Ford,"USNV Lester
FPO AP 08378",048-22-6125
955da96d-8326-458f-89c6-a05f2f7fcdda,17303.55,PAID_IN_FULL,Kimberly Skinner,"USCGC Huang
FPO AP 22271",794-75-7904
ecf84175-f5f1-4757-a3ba-4df2d11a7e23,53734.49,INACTIVE,Carlos Miller,"110 Austin Common Apt. 548
Kathleenland, IN 20349",812-37-8170
b5242d4a-7fe1-48ae-acde-8a1cf317c672,21487.38,IN_COLLECTION,Peter Peters,"0366 Smith Bridge Suite 753
Cobbside, IN 95534",071-48-9112
2385186e-a81c-4f1d-b9c0-a381c42f9640,76741.16,INACTIVE,Cody Lee,"2526 Kelly Village
Rachelton, CO 48986",043-28-4422
746aef33-1369-4b89-a356-d1bd2052d327,56183.88,IN_COLLECTION,Andrew Andrade,"7364 Matthew Court Suite 508
Jamesshire, LA 77083",231-85-5846
da3e2d24-6be3-4f01-8e40-5c4d57df7a67,92937.51,IN_COLLECTION,Molly Beasley,"USNS Hinton
FPO AE 33423",584-42-3257
1bb8055c-69b1-4c05-87b6-3d6dc701f594,70425.86,IN_COLLECTION,Joel Mathis,"134 Leon Mills
Stevensonborough, ND 83343",025-47-1891
01971ad3-ae97-475e-b9b1-9eb7eee8aa5d,89909.9,INACTIVE,James Hall,"404 King Branch
Matthewport, VI 63612",781-58-3037
37b48930-a886-4001-803c-3de5ebbd4fc2,68687.67,IN_COLLECTION,Holly Pruitt MD,"2412 Patrick Crossroad Suite 324
Pughville, NC 45997",878-80-5300
c838adea-bfd7-4ef2-89e3-3702400fd4a8,37672.04,INACTIVE,Taylor Aguirre,"1791 Griffin Lake Apt. 212
North Alexis, NC 36678",016-53-8271
93f5bfa4-a767-4dad-8675-55735937bbbd,72919.98,IN_COLLECTION,Carrie Miller,"93316 Bell Knoll Suite 635
North Brianshire, WY 84601",388-53-1098
fe49d095-047b-4379-ac63-a52d0e83f298,7532.3,INACTIVE,Richard Collier,"80535 Anthony Wells Suite 697
Robertstad, NM 22530",466-25-1261
720f10b8-c185-4525-bd57-e5e5d3bbbaf4,73144.7,PAID_IN_FULL,Lisa Barber,"7791 Peck Junctions
South Laurashire, SD 60181",707-28-8730
9c12fe98-27e2-4a0e-a079-f1214c5fed5a,99935.77,INACTIVE,Margaret Hall,"USNS Hall
FPO AE 78630",096-70-3540
ac93a8e7-96f9-41de-b59f-54a4d6e81ac2,39292.62,IN_COLLECTION,Megan Keller,"041 Wagner Drives
Rebeccabury, AR 11588",134-75-8593
a8c7c092-4cef-48e4-9736-98b40ebc6491,76950.5,IN_COLLECTION,Michaela Kim,"97375 Davis Islands
Port Alex, MT 99930",474-79-1799
ee9dc8ba-1dda-4fbd-bbbf-a059a501575e,45779.84,INACTIVE,Anne Lopez,"25104 Brooke Island Suite 813
Port Mark, LA 55616",304-44-5467
e64b71b8-eb52-4a24-9e7d-1a3db8db7576,61806.53,INACTIVE,Melissa Lopez,"41210 Holt Passage Apt. 388
Williamstown, DC 05149",055-87-4025
f4041179-cb2d-432f-a035-fc641a54d95f,24012.35,IN_COLLECTION,Shannon Foster,"5354 Janet Heights Suite 151
Port Mariastad, HI 40957",310-95-3898
ce16415b-3fd8-4eff-a4da-e729cf6e5b8b,21539.61,INACTIVE,Douglas Bailey,"708 Brown Causeway Apt. 580
New Ronaldberg, OR 55163",721-56-5554
c9f706ec-6449-4068-845e-86ffbb3f2a6e,71650.85,PAID_IN_FULL,Mary Murray,"858 Compton Court
Chanview, WA 32530",641-38-6602
a7c9a2ee-f199-4ab5-812f-5ea239eda339,55656.54,PAID_IN_FULL,Jessica Stein,"39842 Bobby Extensions
North Joseph, MP 05389",893-19-6048
118fa376-6c2f-45e4-8e97-ae4b7226825d,84887.61,IN_COLLECTION,Madison Gray,"04831 Jesse Spurs Apt. 568
Lauraton, WI 50781",672-61-6045
0196b9ed-e810-49ee-897c-5a6466b5bd84,52827.5,IN_COLLECTION,Kristina Thomas,"0904 Sanchez Track
North Brandon, IN 37214",742-94-0019
530ed84e-d6fe-41af-bcbe-8ae8c707d2ab,21242.57,PAID_IN_FULL,Jason Hernandez,"0997 Norma Bypass
Lake Kelly, MI 50576",068-04-8888
4e730f4c-9d50-4ca9-855d-b2aa207ff008,58769.71,PAID_IN_FULL,Dawn Gomez,"8449 Stephanie Camp Apt. 162
South Jamie, AL 83152",637-46-9144
41216ebc-f656-4337-9ced-6b56d28c5808,80266.47,PAID_IN_FULL,Charles Lutz,"360 Denise Lights
Jeffreyberg, WA 80929",828-27-0022
529f8ac2-e84d-46ca-899c-157706867a0d,33026.86,PAID_IN_FULL,Danielle Mccann,"16495 Bryan Mountains Apt. 487
South Debbieburgh, SD 77939",083-16-8672
6b1a0faf-dad6-4d71-a839-7c94f52b84a8,21724.4,PAID_IN_FULL,Sharon Shaw,"650 Berry Haven
West Javier, TX 97288",476-66-3103
fdcede8c-16c4-4565-9761-d2c9f308e0e1,94999.41,IN_COLLECTION,Phillip Mccarthy,"29448 Gary Rue
East Laurenbury, AS 68135",496-40-0961
71f71961-8996-42cb-8e3d-96d5e3050cb9,42642.63,PAID_IN_FULL,Andrew Santiago,"91647 Phelps Drive
Amberchester, WI 68556",266-89-8579
1f7f8121-0bb2-4a2d-8c36-7c3e4aadfdfb,6311.98,PAID_IN_FULL,Robert Mann,"PSC 0388, Box 4178
APO AE 38804",671-49-4098
304d4580-8caf-471c-8099-3dc6e69cd95b,38063.03,IN_COLLECTION,Michael Barker,"0252 Roberts Ridge
South Nicholasside, GA 95119",848-79-4356
9ea53ab2-9e9a-4704-b7e5-e4f271e55391,19633.48,INACTIVE,Paul Stafford,"320 Stephanie Flat
Lake Samuel, KS 69855",174-05-7298
e309b376-f323-4bd1-a002-213a0a8d743f,34916.02,IN_COLLECTION,Jeremy Thompson,"3246 Michael Gateway Apt. 917
New Kyle, AZ 90819",436-98-1892
d7f95519-d4ae-48b3-bb3e-a8fe1243c130,9410.67,IN_COLLECTION,William Mcbride,"60882 Nicholas Pine
Mcintoshmouth, LA 44614",239-74-3825
d2ac4f0b-9345-42dc-9711-3c47c07a758b,76377.46,IN_COLLECTION,Steven Hamilton,"1810 Vazquez Gateway Suite 055
South Lynn, IL 19839",779-48-0725
f82d90f9-a34c-455d-a4f9-7953b2151cd1,76945.64,INACTIVE,Bill Murray,"176 Yates Lock
Jonathanberg, AR 89269",495-12-8247
9c3a14cd-6e12-4562-b772-f932c20ea504,23669.77,INACTIVE,Michael Garcia,"43180 Kyle Road
Edwardsfurt, NJ 13294",873-62-4983
ad0eb101-0cc1-4160-ad88-307a2ae76226,65785.81,PAID_IN_FULL,Dr. Michael Peterson,"USNS Smith
FPO AP 12257",261-62-9105
4e498700-3dfe-49eb-a1ca-ea8b54d55cdc,11124.33,PAID_IN_FULL,Jeffrey Williams,"Unit 8464 Box 5979
DPO AE 64277",200-61-6922
24f1f659-df31-4730-8dce-168a52624d47,88006.21,INACTIVE,Paul Banks,"Unit 5939 Box 7678
DPO AA 77870",290-55-3235
4ee52843-cc21-469d-8a1b-ccf67e4773e4,40732.49,IN_COLLECTION,Melissa Ramos,"3982 Krista Park Suite 875
Clarkfurt, NE 51206",290-25-4092
c37c02f8-0020-4d48-89b4-6889a4ae1406,35922.7,INACTIVE,Mr. Michael Flores Jr.,"PSC 2598, Box 8570
APO AE 31385",313-18-9769
9db4d439-934e-4884-8fee-dfd7805847be,52781.09,INACTIVE,Colton White,"211 Ferguson Locks Suite 982
Bartonville, MO 38092",702-76-4584
84138810-d7b0-4f3c-b5ca-ea387f50b9f9,31057.4,PAID_IN_FULL,Brooke Williams,"020 Garcia Village
Garnertown, CO 65927",719-57-0973
7f509938-c4f2-4f3f-832c-e0f751ee65f4,17852.98,INACTIVE,Amanda Black,"2015 Burke Mission
New Andrea, WI 77378",880-19-2496
a64f9e1a-2d52-4879-bfbf-fb9852af4a19,15348.99,IN_COLLECTION,Andrew Jarvis,"PSC 3037, Box 8050
APO AE 94185",486-13-2333
078de392-c7e8-48eb-a284-14ddd5cb87f6,11165.16,INACTIVE,Matthew Klein,"533 Jeffrey Estates
Melissaside, MA 16931",213-13-3707
ce16415b-3fd8-4eff-a4da-e729cf6e5b8b,21539.61,INACTIVE,Aaron Hernandez,"84795 Jacqueline Corner Apt. 827
Annborough, HI 54990",318-02-7352
aff3ada1-eb13-4bf6-88b6-a03b754de5b7,3448.42,INACTIVE,Jay Jimenez,"36164 Anthony Loaf
West Cynthia, CA 56785",456-91-0093
0196b9ed-e810-49ee-897c-5a6466b5bd84,52827.5,IN_COLLECTION,Cory Arnold,"683 Elizabeth Way
Stanleyside, NY 57478",286-70-8684
6155ee11-6eb5-4005-abc7-df2fe6c099ea,59464.79,PAID_IN_FULL,Christina White,"26189 Gay Harbor Apt. 458
Thompsonchester, HI 84000",028-60-4566
db69c2ac-5167-489b-955c-8e68adf8bcea,76792.82,INACTIVE,Samantha Williams,"6639 Anthony River
Sanchezhaven, NE 07523",338-36-8015
d4a5c740-6742-4d7c-964f-7f55dac3e0fa,46938.57,IN_COLLECTION,Michael Henderson,"0735 Bell Bypass Apt. 851
South Darlene, NC 24114",871-15-3911
79cdc970-b7e6-4f21-8e79-61920f9ebc2c,13819.41,IN_COLLECTION,Nicole Rhodes,"PSC 7299, Box 5728
APO AA 91417",762-67-7407
9c3a14cd-6e12-4562-b772-f932c20ea504,23669.77,INACTIVE,Danielle Castro,"75012 Smith View Suite 570
East Michaelburgh, AK 60795",092-71-5145
a8da1b78-a6e3-42c1-bcc5-580538050eb6,2340.88,PAID_IN_FULL,Amber Jenkins,"16662 Leonard Mills
Lake Kimberlyberg, WA 96614",269-70-1815
bc8fa577-3239-47b2-97a8-753ba12e6409,54811.33,PAID_IN_FULL,Kimberly Larson,"4357 Mckenzie Neck
Earlshire, VI 50698",663-83-4775
97ac3b9d-db19-4728-998d-3ae035051dea,58066.78,INACTIVE,Pamela Page,"PSC 7158, Box 3419
APO AE 94235",170-82-7367
a95d4000-10dc-4fec-8295-0458f2cfda87,80634.73,PAID_IN_FULL,Tara Kidd,"PSC 0385, Box 2374
APO AE 72550",660-59-3638
ed635ffa-7d3c-402e-b36d-d149ccd549f6,36033.26,IN_COLLECTION,Julie Smith,"699 Mark Village
South Monica, KY 07911",875-43-6024
945b31cc-606c-4d4e-bb22-1c4d4573c34a,81392.99,INACTIVE,Daniel Burke,"250 Villa Shore
Port Karenland, NV 67382",268-69-2431
d12f54ca-2f56-4c27-b4df-2e4c538f87ab,5111.23,INACTIVE,Tammy Mahoney,"USNV Frank
FPO AA 00548",800-65-6986
481bd3a8-bd59-4249-b5bf-962be365745f,45510.83,INACTIVE,Derrick Bond,"923 Sutton Ridge
Taylorstad, GU 25407",190-23-5914
15cf603f-e409-40c1-aada-6627e3e48909,56681.31,IN_COLLECTION,Brad Smith,"53727 Montoya Neck
Richardborough, WV 67271",707-78-4327
7b89c558-e00d-4fcb-9036-7aa6acc82344,50144.96,PAID_IN_FULL,Jennifer Ware,"84384 Moore Falls
Port Brianna, TX 11975",168-62-2206
69a8871d-10e6-4d0b-8ad5-00c0c366cfd0,59522.16,INACTIVE,Katelyn Marshall,"5313 Thomas Skyway
Diazstad, WY 88971",637-41-1977
d8e890ae-5f90-480d-89d0-49ff635a982b,21138.15,IN_COLLECTION,Michael Turner,"306 Martinez Gardens Suite 641
Brianbury, PA 96263",664-24-3768
aacb314f-8ad1-4083-94ed-39d88397194a,20732.19,IN_COLLECTION,Misty Palmer,"588 Katherine Harbor
West Timothyville, WI 07091",265-41-9046
4d1632fe-fd59-4fe8-adce-aff21daca7ed,21722.05,PAID_IN_FULL,Alexandra Harrison,"8242 Ryan Island Suite 576
Mendezland, AS 22013",863-18-7938
93d279f0-40ef-45de-a907-231357e2d3c5,26169.32,IN_COLLECTION,Laura Wilson,"80718 Mayo Junctions
Mayochester, OK 85297",268-63-6246
dd8a1ab9-c2a0-43cb-b262-b8b4821254e1,81155.95,INACTIVE,Terrence Smith,"PSC 1929, Box 1973
APO AP 49130",214-03-1165
d5e17ed6-02be-4285-b171-d47b3d83170b,99434.13,PAID_IN_FULL,Nancy Rangel,"428 Keith Fall
West Tammy, VT 13580",280-44-2386
9b99e00f-b893-4f19-b3af-b82f40542b33,41412.74,INACTIVE,Sharon Nelson MD,"430 Montgomery Locks
West James, MN 05172",620-24-0285
f1cb2216-0472-4853-a456-a420a08e0e53,77464.4,INACTIVE,Mrs. Stephanie Smith,"643 Stacy Walk
Penaside, NJ 06682",128-99-1638
7f509938-c4f2-4f3f-832c-e0f751ee65f4,17852.98,INACTIVE,Kimberly Lewis,"7016 Stewart Trafficway Suite 002
New Brandi, ND 84145",703-93-3444
f8d3332b-1d6c-40c3-9c15-702a5c842466,91728.1,INACTIVE,Theresa Hernandez,"1901 Katherine Street Apt. 313
Port Michaelborough, WY 59486",096-61-6643
7a60062c-20ed-4550-b7b2-97f44cf1cc85,75174.86,IN_COLLECTION,Amanda Moore,"0435 Knight Valleys
Annettefort, NV 68341",503-27-4876
b697a93b-d83c-49e8-82a7-b5552ae6e685,68018.09,INACTIVE,Mr. Jose Allen,"43163 Tyler Trafficway
Ashleybury, PA 68685",783-36-7278
d01150b2-7caa-40d8-9fe1-0f438185a09a,27718.65,IN_COLLECTION,Jennifer Simon,"1295 Danielle Plain
Melanietown, MP 06816",740-88-0838
0ac47efa-9465-4c1e-82b2-92fd3c34e4a8,37450.08,INACTIVE,Jeremy Crosby,"PSC 9331, Box 9065
APO AP 24359",239-85-3441
9ffe5e10-690c-4d86-b7e7-77a32a704091,6456.79,PAID_IN_FULL,Jason Yu,"853 Middleton Island Suite 488
North Patriciafort, NY 80345",319-17-5959
b02c8156-b217-437e-a328-5c67d22102ef,79380.72,IN_COLLECTION,Nancy Rangel,"428 Keith Fall
West Tammy, VT 13580",280-44-2386
7236609f-8194-4f93-b4cd-371aea4ecce4,76135.6,IN_COLLECTION,Mr. Joseph Rush,"7860 Stefanie Highway Suite 908
Gutierrezton, FM 45890",621-35-3805
464ba666-92f8-4683-b240-ceb8c1d37137,72933.23,PAID_IN_FULL,Christopher White,"6172 Thompson Gateway
Andremouth, PA 48434",537-08-5406
021a46fa-71d8-4ed8-abbd-3accd171b67a,76844.16,PAID_IN_FULL,Erica Adams,"55373 John Mission
Port David, ND 72182",328-55-9685
d5efcdca-0d83-4d93-b85f-3b1009baeddb,47714.69,PAID_IN_FULL,Sandra Sanders,"PSC 7570, Box 3920
APO AA 21642",100-31-0963
87f62890-2db3-4ac5-a1c3-29251b4a53c4,29054.22,PAID_IN_FULL,Bridget Le,"75776 Jeffrey Fort Apt. 430
Port Coryside, GU 54183",380-14-0398
51c96a71-2394-47f2-a0c9-0c24fea9ca9b,70476.33,PAID_IN_FULL,Thomas Gonzalez,"141 Cantrell Meadows
Solomonside, IL 78505",639-41-4166
573a2fac-f8f0-4148-b8a3-2acaa8004bf6,54738.15,PAID_IN_FULL,Jason Miller,"234 Vaughn Parkway
New Sarahaven, MA 53351",554-44-8766
cf538638-ebc9-48d0-b888-01d8a3c22707,66023.26,IN_COLLECTION,Kevin Haney,"7087 Anderson Union
West David, ND 11998",319-50-2099
f4e7a287-75b3-4097-a55f-7ea064e0d23f,30884.35,INACTIVE,Joshua Stevens,"8978 Penny Hills
North Stephanie, IA 80790",868-76-9584
250df81a-9c60-46d5-a55e-f4cbaeb170c4,8698.22,INACTIVE,Breanna Boyd,"293 Richard Road Apt. 169
West Richardstad, WV 09752",729-35-0356
ecbb996e-5afa-4b38-8ab1-3c9690c8396c,19176.1,IN_COLLECTION,Benjamin Lam,"5096 Caldwell Springs
Lake Louisview, AS 33068",239-36-7550
8c8eb3dd-17de-4eb7-9dd9-4c082f06c674,17910.39,PAID_IN_FULL,Danielle Morris,"6856 Ballard Ford
Nguyenville, MP 63223",463-90-1946
97412e28-15e2-47bb-95bd-8b4c5d56ccba,55067.67,PAID_IN_FULL,William Stewart,"81958 James Mountains Suite 606
Lake Shannon, AS 00610",884-98-0585
92538ce9-534e-4ff1-a695-9b25856f5868,72962.39,PAID_IN_FULL,Andrea James,"2609 Christy Rapids Suite 667
Santosport, AK 79444",534-80-3688
7838ebc5-d300-4cb8-8058-e88cf18ea6e7,78118.06,IN_COLLECTION,Richard Harris,"5800 Robles Plain Apt. 287
Josephshire, KY 38613",653-98-3464
686d3e9b-8058-4a39-a704-b36ec706c3a0,11795.66,INACTIVE,Lawrence Saunders,"USCGC Gordon
FPO AP 95586",066-08-6800
aaf09013-5b86-4ec9-8dff-99692a326be5,55419.85,INACTIVE,Vanessa Mendoza,"USNV Hunt
FPO AE 23026",133-74-4213
d92c591f-f148-42b2-b710-3471e8ada8b4,21123.5,IN_COLLECTION,Trevor Lane,"8164 Richard Parkways Suite 982
Laramouth, WY 44689",337-94-0070
02cc0888-1dac-4541-a129-133db143ea50,23138.26,IN_COLLECTION,Ashley Vaughn,"2637 Garrett Mill
Tashaburgh, SC 62861",110-23-2043
fe05c65c-6bd1-4ba0-89fa-f6da893a6b87,50057.41,PAID_IN_FULL,Debbie Young,"PSC 7700, Box 1587
APO AE 96553",183-86-7679
7c1e61da-3302-4a2e-ae0d-9c605d301ea2,59550.48,INACTIVE,Robert Mcclain,"Unit 4213 Box 0699
DPO AP 88580",029-36-6724
7d5c0f24-176d-4071-8100-55e2ce0dbf2a,21097.21,INACTIVE,Joshua Lopez,"873 Jasmine Terrace
North Charleneton, DC 63154",084-69-5850
bbae2c63-7eda-431c-9fae-42bd6a7ff83d,72660.26,PAID_IN_FULL,Jordan Novak,"7083 Johnson Rue
Jenkinsburgh, NE 25212",686-96-5439
84138810-d7b0-4f3c-b5ca-ea387f50b9f9,31057.4,PAID_IN_FULL,Jesus Richards,"0211 Cross Hills Suite 318
Mahoneyton, NH 07123",170-99-2528
a1a74b8c-a24f-41b3-956d-bfec488a070a,26393.64,INACTIVE,Matthew Carr,"71638 Walker Mountain Apt. 510
Lake Jamesfurt, CO 75061",303-63-9208
6bfc6931-5681-43c9-ace1-ea9c536459e5,1926.94,IN_COLLECTION,Steven Lucas,"13273 Christopher Causeway
Port William, KY 20860",746-95-3491
4c8e036f-e3a5-4b88-af22-76ce147e116e,65715.9,PAID_IN_FULL,James Morrow,"0920 Hoffman Wall
South Spencer, MN 60628",308-25-4502
2da65cae-16b3-4630-8f59-4f88344065b2,67020.61,IN_COLLECTION,Elizabeth Bernard MD,"94962 Morse Islands Apt. 081
North Anna, DE 52679",687-10-7192
3abf4005-1b23-4b84-9efe-0bb1ea3b8e4a,17610.58,IN_COLLECTION,Jose Pope,"Unit 1652 Box 8599
DPO AA 44655",762-24-2668
be62f34a-2a3d-4618-8b18-474c605ac5b3,24546.45,IN_COLLECTION,Bethany Cobb,"34171 Franklin Trail
New Austin, MT 59376",508-85-8522
98014499-0bf9-48a8-9f3b-645f7f658e7c,12093.53,INACTIVE,Jeffrey Harris,"15975 Shea Landing
West Claytonfort, AL 87903",081-54-0426
7bff1ce2-3f85-4de1-a43e-5e2b7428d8ac,51096.45,PAID_IN_FULL,Valerie Carpenter,"211 Sanchez Mews
Chanstad, TX 18240",368-72-1438
f8de6abb-5102-4fa4-a149-fc527d63afde,72719.82,IN_COLLECTION,Rodney Davis,"042 Baker Meadow Apt. 089
Port Kathryn, ND 97246",748-27-3268
d0af3384-ca3e-48ca-8e81-3c4a415df076,38051.74,INACTIVE,Jenna Valentine DDS,"8945 Harris Ports
Joshuahaven, VI 32861",222-25-5450
33f75d08-051f-4420-8de4-165e89f3a3a2,4813.28,IN_COLLECTION,Melanie Collins,"91582 Stephanie Centers Apt. 000
New Davidburgh, NJ 72616",291-20-0431
2f147fa5-b9c9-4a1c-a9c2-c11c2e6b97a6,97369.75,INACTIVE,Curtis Olson,"5017 Cross Tunnel
New Brittney, MA 85221",361-28-6428
c6da3fe8-dbfe-4e1a-b4f3-461b65602a8e,73322.69,IN_COLLECTION,Derrick Bond,"923 Sutton Ridge
Taylorstad, GU 25407",190-23-5914
433a9b93-d718-4361-a134-db0ac40aacfa,8057.3,INACTIVE,Kimberly Skinner,"USCGC Huang
FPO AP 22271",794-75-7904
4a47aafa-aa08-42ac-8273-5b64661da830,96084.94,PAID_IN_FULL,Joshua Spence,"USS Marshall
FPO AA 34677",148-18-2675
b9b85e08-3e6d-4ca4-85ba-de0d69b65bcb,42180.81,PAID_IN_FULL,Theresa Jenkins,"77659 Curtis Lane Suite 268
New Joshua, GA 71757",496-82-7721
0c701994-647d-4d61-9df9-57fcbcd60a9f,85829.56,INACTIVE,Nathan Anderson,"6606 Robertson Glen Apt. 424
Kathyville, IA 59424",302-79-8616
4209f732-99b8-43e6-a9ba-bf157b1224e1,63720.07,PAID_IN_FULL,Jamie Hanson,"600 Bryan Stravenue Suite 059
West Nathan, MT 44030",744-58-8818
adba6bb4-4a32-4dad-81ba-97f522938b29,41569.3,PAID_IN_FULL,Renee Boone,"8583 Edwards Court Suite 610
Moralesport, CT 67070",823-36-2378
8aa11378-58f6-4463-a8fe-8b76ee9469af,23905.96,PAID_IN_FULL,Tara Jackson,"79876 Amy Village Apt. 227
North Courtney, PW 46760",042-55-9604
8a5551a9-d076-4512-9ed7-3a1c41c8ca30,55269.17,INACTIVE,Michelle Gonzalez,"66091 Donald Prairie Suite 175
Coreyland, VT 84909",301-91-7917
41769a4d-b2ca-4db8-a8e9-a7f0df07e84f,75323.78,IN_COLLECTION,Thomas Werner,"63347 Butler Roads Suite 022
Port Cynthia, MO 00621",830-60-4949
82b9a7b8-c7a0-4791-9208-890af111b5e4,96760.81,PAID_IN_FULL,Sarah Mitchell,"7419 Morrison Courts Apt. 355
Elizabethfort, IA 06019",706-72-6231
745606c7-a58d-44d2-a858-580ff6aa3bb6,22502.85,IN_COLLECTION,Alejandro Hall,"Unit 7632 Box 9276
DPO AE 84103",287-21-0136
3bf198b3-7c8d-47c0-93d8-5f449b4128e7,66747.53,IN_COLLECTION,Darius Clay,"0944 Robert Ports
North Denise, FL 51544",296-15-0691
6fe1bf1a-2b06-4859-a3fb-49aa8a7f4df8,34572.05,IN_COLLECTION,Christopher Ferguson,"984 Denise Turnpike Apt. 839
South James, WA 78963",633-75-8999
15568921-9b85-40c4-ba1b-806958800971,27058.5,INACTIVE,Rita Ramirez,"517 Coleman Pike
Brettchester, PW 06895",256-54-8645
bae0c5b4-b87e-419c-a68c-ff1eed79972d,32081.73,INACTIVE,Daniel Chang,"846 Phelps Islands
Lake Tracitown, FM 30483",217-53-1970
b6f5f9af-07e1-491e-b3da-f35cf45b0a32,94503.91,INACTIVE,Mr. Steve Bond DVM,"6151 Travis Cape
New Samanthatown, WI 49392",785-99-5110
d9dc1119-fbdb-44ad-b946-e432ec0d955f,5476.25,PAID_IN_FULL,Danny Wright,"32899 Perez Cape
East Michelle, FM 05827",546-17-2038
c6bb148a-2c66-49ca-a15c-ac7035f61c23,75842.57,INACTIVE,Christine Blackburn,"78212 Jodi Pine Apt. 311
Martinezland, TX 86399",635-22-4527
e69121a2-30a8-4962-b0f7-f76a5df3cb3d,79220.46,IN_COLLECTION,Dominique Santiago,"237 Andrews Meadows Apt. 439
South Madisonland, CA 20704",316-45-1317
9d6b47d0-3873-4347-82c7-6726d6af3ed5,68411.56,INACTIVE,Robert Esparza,"54791 James Ways
Leefort, FL 71642",009-41-2981
26c14c4a-128e-4671-90d3-92f30fecd5db,67906.38,IN_COLLECTION,Amanda Braun,"6767 Pamela Hill
Bradleyland, NH 25643",835-91-7258
999d9bc8-a4e3-4927-9676-53dcf77965d2,70343.76,PAID_IN_FULL,Erin Mcneil,"84182 Nielsen Garden Suite 364
West Brandonton, NC 40848",069-84-4179
2cdec115-83ef-41d5-a241-c6ac7f95db54,33590.67,INACTIVE,David Lawson,"PSC 5228, Box 2566
APO AE 67011",385-14-3098
